Id,Geography,Total; Estimate; Population 18 to 24 years,Total; Estimate; Population 18 to 24 years - Less than high school graduate,Percent; Estimate; Population 18 to 24 years - Less than high school graduate,Total; Estimate; Population 18 to 24 years - High school graduate (includes equivalency),Percent; Estimate; Population 18 to 24 years - High school graduate (includes equivalency)
0500000US51035,"Carroll County, Virginia",2077,156,7.5,867,41.7
0500000US51036,"Charles City County, Virginia",497,56,11.3,207,41.6
0500000US51037,"Charlotte County, Virginia",1078,58,5.4,602,55.8
0500000US51041,"Chesterfield County, Virginia",29942,3266,10.9,9587,32
0500000US51043,"Clarke County, Virginia",1032,81,7.8,426,41.3
0500000US51045,"Craig County, Virginia",192,0,0,122,63.5
0500000US51047,"Culpeper County, Virginia",3900,547,14,1933,49.6
0500000US51049,"Cumberland County, Virginia",949,74,7.8,400,42.1
0500000US51051,"Dickenson County, Virginia",1155,138,11.9,409,35.4
0500000US51053,"Dinwiddie County, Virginia",2625,137,5.2,1274,48.5
0500000US51057,"Essex County, Virginia",1047,176,16.8,424,40.5
0500000US51059,"Fairfax County, Virginia",91206,12774,14,20445,22.4
0500000US51061,"Fauquier County, Virginia",5274,444,8.4,2060,39.1
0500000US51063,"Floyd County, Virginia",995,177,17.8,491,49.3
0500000US51065,"Fluvanna County, Virginia",1992,486,24.4,660,33.1
0500000US51067,"Franklin County, Virginia",4731,449,9.5,1722,36.4
0500000US51069,"Frederick County, Virginia",6253,915,14.6,2190,35
0500000US51071,"Giles County, Virginia",1364,199,14.6,427,31.3
0500000US51073,"Gloucester County, Virginia",2959,459,15.5,1194,40.4
0500000US51075,"Goochland County, Virginia",1344,258,19.2,281,20.9
0500000US51077,"Grayson County, Virginia",1084,173,16,403,37.2
0500000US51079,"Greene County, Virginia",1301,92,7.1,680,52.3
0500000US51081,"Greensville County, Virginia",1018,184,18.1,397,39
0500000US51083,"Halifax County, Virginia",2669,417,15.6,929,34.8
0500000US51085,"Hanover County, Virginia",9034,1213,13.4,2737,30.3
0500000US51087,"Henrico County, Virginia",26188,3647,13.9,8470,32.3
0500000US51089,"Henry County, Virginia",3793,487,12.8,1544,40.7
0500000US51091,"Highland County, Virginia",118,19,16.1,40,33.9
0500000US51093,"Isle of Wight County, Virginia",2638,372,14.1,956,36.2
0500000US51095,"James City County, Virginia",5075,686,13.5,1584,31.2
0500000US51097,"King and Queen County, Virginia",512,107,20.9,210,41
0500000US51099,"King George County, Virginia",2207,250,11.3,962,43.6
0500000US51101,"King William County, Virginia",1078,61,5.7,395,36.6
0500000US51103,"Lancaster County, Virginia",620,63,10.2,289,46.6
0500000US51105,"Lee County, Virginia",1859,397,21.4,426,22.9
0500000US51107,"Loudoun County, Virginia",23612,3930,16.6,6255,26.5
0500000US51109,"Louisa County, Virginia",2496,369,14.8,1257,50.4
0500000US51111,"Lunenburg County, Virginia",1030,219,21.3,323,31.4
0500000US51113,"Madison County, Virginia",1091,213,19.5,345,31.6
0500000US51115,"Mathews County, Virginia",563,89,15.8,296,52.6
0500000US51117,"Mecklenburg County, Virginia",2356,441,18.7,996,42.3
0500000US51119,"Middlesex County, Virginia",751,33,4.4,209,27.8
0500000US51121,"Montgomery County, Virginia",28314,778,2.7,3203,11.3
0500000US51125,"Nelson County, Virginia",1011,130,12.9,490,48.5
0500000US51127,"New Kent County, Virginia",1438,200,13.9,594,41.3
0500000US51131,"Northampton County, Virginia",854,152,17.8,340,39.8
0500000US51133,"Northumberland County, Virginia",674,55,8.2,342,50.7
0500000US51135,"Nottoway County, Virginia",1403,374,26.7,564,40.2
0500000US51137,"Orange County, Virginia",2478,266,10.7,1172,47.3
0500000US51139,"Page County, Virginia",1814,269,14.8,749,41.3
0500000US51141,"Patrick County, Virginia",1211,127,10.5,439,36.3
0500000US51143,"Pittsylvania County, Virginia",4547,667,14.7,1852,40.7
0500000US51145,"Powhatan County, Virginia",2349,616,26.2,1085,46.2
0500000US51147,"Prince Edward County, Virginia",6427,412,6.4,1394,21.7
0500000US51149,"Prince George County, Virginia",3778,472,12.5,1367,36.2
0500000US51153,"Prince William County, Virginia",38456,5037,13.1,13053,33.9
0500000US51155,"Pulaski County, Virginia",2505,248,9.9,866,34.6
0500000US51157,"Rappahannock County, Virginia",434,57,13.1,205,47.2
0500000US51159,"Richmond County, Virginia",586,98,16.7,170,29
0500000US51161,"Roanoke County, Virginia",7119,851,12,2626,36.9
0500000US51163,"Rockbridge County, Virginia",1615,258,16,754,46.7
0500000US51165,"Rockingham County, Virginia",7268,946,13,3077,42.3
0500000US51167,"Russell County, Virginia",2197,276,12.6,867,39.5
0500000US51169,"Scott County, Virginia",1662,68,4.1,636,38.3
0500000US51171,"Shenandoah County, Virginia",3049,441,14.5,1204,39.5
0500000US51173,"Smyth County, Virginia",2503,369,14.7,1122,44.8
0500000US51175,"Southampton County, Virginia",1410,299,21.2,393,27.9
0500000US51177,"Spotsylvania County, Virginia",10886,1286,11.8,4363,40.1
0500000US51179,"Stafford County, Virginia",14092,1569,11.1,5093,36.1
0500000US51181,"Surry County, Virginia",573,148,25.8,252,44
0500000US51183,"Sussex County, Virginia",1034,398,38.5,443,42.8
0500000US51185,"Tazewell County, Virginia",3635,529,14.6,1494,41.1
0500000US51187,"Warren County, Virginia",3259,257,7.9,1260,38.7
0500000US51191,"Washington County, Virginia",4540,502,11.1,1562,34.4
0500000US51193,"Westmoreland County, Virginia",1451,90,6.2,578,39.8
0500000US51195,"Wise County, Virginia",4217,513,12.2,1500,35.6
0500000US51197,"Wythe County, Virginia",2095,178,8.5,895,42.7
0500000US51199,"York County, Virginia",6135,573,9.3,2231,36.4
0500000US51510,"Alexandria city, Virginia",9040,1299,14.4,2143,23.7
0500000US51520,"Bristol city, Virginia",1494,155,10.4,625,41.8
0500000US51530,"Buena Vista city, Virginia",1130,6,0.5,523,46.3
0500000US51540,"Charlottesville city, Virginia",10374,505,4.9,2304,22.2
0500000US51550,"Chesapeake city, Virginia",21522,2618,12.2,7768,36.1
0500000US51570,"Colonial Heights city, Virginia",1504,212,14.1,665,44.2
0500000US51580,"Covington city, Virginia",541,113,20.9,203,37.5
0500000US51590,"Danville city, Virginia",4014,551,13.7,1311,32.7
0500000US51595,"Emporia city, Virginia",427,113,26.5,95,22.2
0500000US51600,"Fairfax city, Virginia",2055,122,5.9,348,16.9
0500000US51610,"Falls Church city, Virginia",823,34,4.1,144,17.5
0500000US51620,"Franklin city, Virginia",671,210,31.3,153,22.8
0500000US51630,"Fredericksburg city, Virginia",5662,145,2.6,1391,24.6
0500000US51640,"Galax city, Virginia",425,107,25.2,95,22.4
0500000US51650,"Hampton city, Virginia",16890,1488,8.8,4787,28.3
0500000US51660,"Harrisonburg city, Virginia",18856,552,2.9,2957,15.7
0500000US51670,"Hopewell city, Virginia",1870,589,31.5,682,36.5
0500000US51678,"Lexington city, Virginia",4119,41,1,1226,29.8
0500000US51680,"Lynchburg city, Virginia",19322,1048,5.4,4225,21.9
0500000US51683,"Manassas city, Virginia",3891,841,21.6,981,25.2
0500000US51685,"Manassas Park city, Virginia",1475,227,15.4,682,46.2
0500000US51690,"Martinsville city, Virginia",1064,87,8.2,427,40.1
0500000US51700,"Newport News city, Virginia",23559,2211,9.4,7380,31.3
0500000US51710,"Norfolk city, Virginia",46487,3221,6.9,15570,33.5
0500000US51720,"Norton city, Virginia",546,138,25.3,111,20.3
0500000US51730,"Petersburg city, Virginia",3458,494,14.3,1512,43.7
0500000US51735,"Poquoson city, Virginia",895,137,15.3,274,30.6
0500000US51740,"Portsmouth city, Virginia",10113,1227,12.1,3961,39.2
0500000US51750,"Radford city, Virginia",7761,132,1.7,1373,17.7
0500000US51760,"Richmond city, Virginia",31231,3349,10.7,6902,22.1
0500000US51770,"Roanoke city, Virginia",8419,1198,14.2,3460,41.1
0500000US51775,"Salem city, Virginia",3363,234,7,799,23.8
0500000US51790,"Staunton city, Virginia",2473,171,6.9,847,34.2
0500000US51800,"Suffolk city, Virginia",7322,1020,13.9,2740,37.4
0500000US51810,"Virginia Beach city, Virginia",46672,4115,8.8,14867,31.9
0500000US51820,"Waynesboro city, Virginia",1631,317,19.4,809,49.6
0500000US51830,"Williamsburg city, Virginia",5930,90,1.5,591,10
0500000US51840,"Winchester city, Virginia",3165,282,8.9,970,30.6
0500000US53001,"Adams County, Washington",1896,692,36.5,699,36.9
0500000US53003,"Asotin County, Washington",1813,432,23.8,679,37.5
0500000US53005,"Benton County, Washington",16904,3518,20.8,6015,35.6
0500000US53007,"Chelan County, Washington",6597,1587,24.1,2194,33.3
0500000US53009,"Clallam County, Washington",5285,1096,20.7,1817,34.4
0500000US53011,"Clark County, Washington",37055,6446,17.4,12294,33.2
0500000US53013,"Columbia County, Washington",274,18,6.6,86,31.4
0500000US53015,"Cowlitz County, Washington",8272,1688,20.4,2778,33.6
0500000US53017,"Douglas County, Washington",3289,622,18.9,1280,38.9
0500000US53019,"Ferry County, Washington",645,297,46,159,24.7
0500000US53021,"Franklin County, Washington",8471,2447,28.9,3221,38
0500000US53023,"Garfield County, Washington",82,9,11,27,32.9
0500000US53025,"Grant County, Washington",9116,2615,28.7,3043,33.4
0500000US53027,"Grays Harbor County, Washington",5654,1177,20.8,2202,38.9
0500000US53029,"Island County, Washington",7272,1066,14.7,3126,43
0500000US53031,"Jefferson County, Washington",1650,416,25.2,447,27.1
0500000US53033,"King County, Washington",180534,22108,12.2,41747,23.1
0500000US53035,"Kitsap County, Washington",27054,3119,11.5,10682,39.5
0500000US53037,"Kittitas County, Washington",9541,584,6.1,2133,22.4
0500000US53039,"Klickitat County, Washington",1478,355,24,541,36.6
0500000US53041,"Lewis County, Washington",6262,1262,20.2,2582,41.2
0500000US53043,"Lincoln County, Washington",637,95,14.9,274,43
0500000US53045,"Mason County, Washington",4613,1381,29.9,1618,35.1
0500000US53047,"Okanogan County, Washington",3131,816,26.1,1297,41.4
0500000US53049,"Pacific County, Washington",1303,356,27.3,442,33.9
0500000US53051,"Pend Oreille County, Washington",648,225,34.7,255,39.4
0500000US53053,"Pierce County, Washington",81483,12713,15.6,29575,36.3
0500000US53055,"San Juan County, Washington",815,144,17.7,264,32.4
0500000US53057,"Skagit County, Washington",10045,2565,25.5,3392,33.8
0500000US53059,"Skamania County, Washington",843,169,20,369,43.8
0500000US53061,"Snohomish County, Washington",65239,10070,15.4,21756,33.3
0500000US53063,"Spokane County, Washington",51454,5588,10.9,15062,29.3
0500000US53065,"Stevens County, Washington",2913,731,25.1,1028,35.3
0500000US53067,"Thurston County, Washington",23946,3536,14.8,7585,31.7
0500000US53069,"Wahkiakum County, Washington",331,123,37.2,69,20.8
0500000US53071,"Walla Walla County, Washington",7940,1089,13.7,2318,29.2
0500000US53073,"Whatcom County, Washington",30633,2868,9.4,6761,22.1
0500000US53075,"Whitman County, Washington",17281,211,1.2,2826,16.4
0500000US53077,"Yakima County, Washington",25051,7198,28.7,9840,39.3
0500000US54001,"Barbour County, West Virginia",1841,181,9.8,664,36.1
0500000US54003,"Berkeley County, West Virginia",8767,1491,17,3581,40.8
0500000US54005,"Boone County, West Virginia",1763,376,21.3,757,42.9
0500000US54007,"Braxton County, West Virginia",1076,351,32.6,497,46.2
0500000US54009,"Brooke County, West Virginia",2420,269,11.1,740,30.6
0500000US54011,"Cabell County, West Virginia",12724,1232,9.7,3587,28.2
0500000US54013,"Calhoun County, West Virginia",601,70,11.6,189,31.4
0500000US54015,"Clay County, West Virginia",632,123,19.5,323,51.1
0500000US54017,"Doddridge County, West Virginia",779,204,26.2,481,61.7
0500000US54019,"Fayette County, West Virginia",3313,573,17.3,1633,49.3
0500000US54021,"Gilmer County, West Virginia",1328,103,7.8,391,29.4
0500000US54023,"Grant County, West Virginia",829,135,16.3,344,41.5
0500000US54025,"Greenbrier County, West Virginia",2648,592,22.4,968,36.6
0500000US54027,"Hampshire County, West Virginia",1752,377,21.5,830,47.4
0500000US54029,"Hancock County, West Virginia",2000,400,20,475,23.8
0500000US54031,"Hardy County, West Virginia",950,237,24.9,515,54.2
0500000US54033,"Harrison County, West Virginia",5211,922,17.7,2014,38.6
0500000US54035,"Jackson County, West Virginia",2186,299,13.7,900,41.2
0500000US54037,"Jefferson County, West Virginia",5243,738,14.1,1282,24.5
0500000US54039,"Kanawha County, West Virginia",15085,3083,20.4,4984,33
0500000US54041,"Lewis County, West Virginia",1183,184,15.6,494,41.8
0500000US54043,"Lincoln County, West Virginia",1608,272,16.9,815,50.7
0500000US54045,"Logan County, West Virginia",2622,394,15,1204,45.9
0500000US54047,"McDowell County, West Virginia",1427,461,32.3,737,51.6
0500000US54049,"Marion County, West Virginia",6343,713,11.2,2184,34.4
0500000US54051,"Marshall County, West Virginia",2435,208,8.5,1117,45.9
0500000US54053,"Mason County, West Virginia",1912,441,23.1,813,42.5
0500000US54055,"Mercer County, West Virginia",5504,771,14,2051,37.3
0500000US54057,"Mineral County, West Virginia",2644,252,9.5,1279,48.4
0500000US54059,"Mingo County, West Virginia",1910,328,17.2,903,47.3
0500000US54061,"Monongalia County, West Virginia",24836,881,3.5,5918,23.8
0500000US54063,"Monroe County, West Virginia",902,96,10.6,379,42
0500000US54065,"Morgan County, West Virginia",1210,161,13.3,643,53.1
0500000US54067,"Nicholas County, West Virginia",1943,285,14.7,858,44.2
0500000US54069,"Ohio County, West Virginia",4763,426,8.9,1273,26.7
0500000US54071,"Pendleton County, West Virginia",549,142,25.9,227,41.3
0500000US54073,"Pleasants County, West Virginia",603,54,9,284,47.1
0500000US54075,"Pocahontas County, West Virginia",561,56,10,308,54.9
0500000US54077,"Preston County, West Virginia",2475,445,18,1105,44.6
0500000US54079,"Putnam County, West Virginia",3718,285,7.7,1620,43.6
0500000US54081,"Raleigh County, West Virginia",6181,736,11.9,2539,41.1
0500000US54083,"Randolph County, West Virginia",2515,610,24.3,897,35.7
0500000US54085,"Ritchie County, West Virginia",748,173,23.1,284,38
0500000US54087,"Roane County, West Virginia",997,259,26,457,45.8
0500000US54089,"Summers County, West Virginia",872,174,20,403,46.2
0500000US54091,"Taylor County, West Virginia",1250,115,9.2,558,44.6
0500000US54093,"Tucker County, West Virginia",498,35,7,252,50.6
0500000US54095,"Tyler County, West Virginia",669,127,19,295,44.1
0500000US54097,"Upshur County, West Virginia",2842,259,9.1,1110,39.1
0500000US54099,"Wayne County, West Virginia",3292,441,13.4,1425,43.3
0500000US54101,"Webster County, West Virginia",617,64,10.4,337,54.6
0500000US54103,"Wetzel County, West Virginia",1233,244,19.8,647,52.5
0500000US54105,"Wirt County, West Virginia",484,102,21.1,153,31.6
0500000US54107,"Wood County, West Virginia",6715,1062,15.8,2448,36.5
0500000US54109,"Wyoming County, West Virginia",1720,400,23.3,579,33.7
0500000US55001,"Adams County, Wisconsin",1146,246,21.5,511,44.6
0500000US55003,"Ashland County, Wisconsin",1545,137,8.9,484,31.3
0500000US55005,"Barron County, Wisconsin",3485,543,15.6,1547,44.4
0500000US55007,"Bayfield County, Wisconsin",844,120,14.2,243,28.8
0500000US55009,"Brown County, Wisconsin",24342,4088,16.8,6997,28.7
0500000US55011,"Buffalo County, Wisconsin",929,135,14.5,362,39
0500000US55013,"Burnett County, Wisconsin",855,126,14.7,298,34.9
0500000US55015,"Calumet County, Wisconsin",3759,548,14.6,1047,27.9
0500000US55017,"Chippewa County, Wisconsin",4672,665,14.2,1688,36.1
0500000US55019,"Clark County, Wisconsin",2592,967,37.3,917,35.4
0500000US55021,"Columbia County, Wisconsin",4086,757,18.5,1600,39.2
0500000US55023,"Crawford County, Wisconsin",1152,103,8.9,559,48.5
0500000US55025,"Dane County, Wisconsin",69014,4353,6.3,15090,21.9
0500000US55027,"Dodge County, Wisconsin",6720,1009,15,3066,45.6
0500000US55029,"Door County, Wisconsin",1644,342,20.8,510,31
0500000US55031,"Douglas County, Wisconsin",4132,449,10.9,1112,26.9
0500000US55033,"Dunn County, Wisconsin",8477,380,4.5,2152,25.4
0500000US55035,"Eau Claire County, Wisconsin",17411,1197,6.9,4639,26.6
0500000US55037,"Florence County, Wisconsin",230,55,23.9,36,15.7
0500000US55039,"Fond du Lac County, Wisconsin",8997,953,10.6,3040,33.8
0500000US55041,"Forest County, Wisconsin",790,149,18.9,333,42.2
0500000US55043,"Grant County, Wisconsin",9081,766,8.4,2162,23.8
0500000US55045,"Green County, Wisconsin",2618,276,10.5,1072,40.9
0500000US55047,"Green Lake County, Wisconsin",1208,222,18.4,520,43
0500000US55049,"Iowa County, Wisconsin",1552,153,9.9,778,50.1
0500000US55051,"Iron County, Wisconsin",311,69,22.2,86,27.7
0500000US55053,"Jackson County, Wisconsin",1569,283,18,812,51.8
0500000US55055,"Jefferson County, Wisconsin",8590,703,8.2,2906,33.8
0500000US55057,"Juneau County, Wisconsin",1865,333,17.9,802,43
0500000US55059,"Kenosha County, Wisconsin",16729,2009,12,6728,40.2
0500000US55061,"Kewaunee County, Wisconsin",1457,256,17.6,466,32
0500000US55063,"La Crosse County, Wisconsin",19084,1012,5.3,5095,26.7
0500000US55065,"Lafayette County, Wisconsin",1293,271,21,430,33.3
0500000US55067,"Langlade County, Wisconsin",1293,241,18.6,628,48.6
0500000US55069,"Lincoln County, Wisconsin",1934,253,13.1,804,41.6
0500000US55071,"Manitowoc County, Wisconsin",6147,813,13.2,2315,37.7
0500000US55073,"Marathon County, Wisconsin",10793,1316,12.2,4176,38.7
0500000US55075,"Marinette County, Wisconsin",3109,375,12.1,1075,34.6
0500000US55077,"Marquette County, Wisconsin",906,175,19.3,492,54.3
0500000US55078,"Menominee County, Wisconsin",507,126,24.9,324,63.9
0500000US55079,"Milwaukee County, Wisconsin",100923,15649,15.5,28059,27.8
0500000US55081,"Monroe County, Wisconsin",3237,526,16.2,1518,46.9
0500000US55083,"Oconto County, Wisconsin",2521,377,15,1121,44.5
0500000US55085,"Oneida County, Wisconsin",2332,257,11,1051,45.1
0500000US55087,"Outagamie County, Wisconsin",15835,2030,12.8,5145,32.5
0500000US55089,"Ozaukee County, Wisconsin",7386,1057,14.3,2108,28.5
0500000US55091,"Pepin County, Wisconsin",521,102,19.6,211,40.5
0500000US55093,"Pierce County, Wisconsin",6665,386,5.8,1238,18.6
0500000US55095,"Polk County, Wisconsin",2986,446,14.9,1305,43.7
0500000US55097,"Portage County, Wisconsin",11887,527,4.4,2838,23.9
0500000US55099,"Price County, Wisconsin",786,64,8.1,442,56.2
0500000US55101,"Racine County, Wisconsin",16254,2867,17.6,6117,37.6
0500000US55103,"Richland County, Wisconsin",1369,155,11.3,514,37.5
0500000US55105,"Rock County, Wisconsin",14026,1782,12.7,5907,42.1
0500000US55107,"Rusk County, Wisconsin",969,219,22.6,407,42
0500000US55109,"St. Croix County, Wisconsin",6080,855,14.1,1929,31.7
0500000US55111,"Sauk County, Wisconsin",4678,804,17.2,1735,37.1
0500000US55113,"Sawyer County, Wisconsin",1056,310,29.4,385,36.5
0500000US55115,"Shawano County, Wisconsin",2974,377,12.7,1398,47
0500000US55117,"Sheboygan County, Wisconsin",9164,1253,13.7,3389,37
0500000US55119,"Taylor County, Wisconsin",1400,259,18.5,576,41.1
0500000US55121,"Trempealeau County, Wisconsin",2110,359,17,805,38.2
0500000US55123,"Vernon County, Wisconsin",2056,526,25.6,830,40.4
0500000US55125,"Vilas County, Wisconsin",1218,181,14.9,345,28.3
0500000US55127,"Walworth County, Wisconsin",12854,1104,8.6,3982,31
0500000US55129,"Washburn County, Wisconsin",910,124,13.6,465,51.1
0500000US55131,"Washington County, Wisconsin",9429,1128,12,3477,36.9
